n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
5.651000000000000000e+03,4.930000000000000000e+02,8.024088541666667129e-02,1.149667673746744834e-01,1.115257548014322864e-01,3.441012573242197004e-03
5.655000000000000000e+03,4.890000000000000000e+02,7.958984375000000000e-02,1.148753011067708274e-01,1.115379720052083329e-01,3.337329101562494515e-03
5.659000000000000000e+03,4.850000000000000000e+02,7.893880208333332871e-02,1.149156087239583401e-01,1.115540028889973889e-01,3.361605834960951222e-03
5.663000000000000000e+03,4.810000000000000000e+02,7.828776041666667129e-02,1.150848653157552082e-01,1.115694936116536501e-01,3.515371704101558081e-03
5.667000000000000000e+03,4.770000000000000000e+02,7.763671875000000000e-02,1.150081970214843763e-01,1.115855316162109312e-01,3.422665405273445094e-03
5.671000000000000000e+03,4.730000000000000000e+02,7.698567708333332871e-02,1.150459777832031211e-01,1.116018819173177079e-01,3.444095865885413166e-03
5.675000000000000000e+03,4.690000000000000000e+02,7.633463541666667129e-02,1.151120096842447871e-01,1.116189880371093734e-01,3.493021647135413632e-03
5.679000000000000000e+03,4.650000000000000000e+02,7.568359375000000000e-02,1.149564412434895821e-01,1.116364390055338551e-01,3.320002237955727020e-03
5.683000000000000000e+03,4.610000000000000000e+02,7.503255208333332871e-02,1.150745127360026099e-01,1.116551147460937560e-01,3.419397989908853908e-03
5.687000000000000000e+03,4.570000000000000000e+02,7.438151041666667129e-02,1.151382629394531315e-01,1.116729868570963541e-01,3.465276082356777421e-03
5.691000000000000000e+03,4.530000000000000000e+02,7.373046875000000000e-02,1.151521402994791637e-01,1.116885711669921843e-01,3.463569132486979396e-03
5.695000000000000000e+03,4.490000000000000000e+02,7.307942708333332871e-02,1.151919850667317696e-01,1.117046661376953076e-01,3.487318929036462012e-03
5.699000000000000000e+03,4.450000000000000000e+02,7.242838541666667129e-02,1.151846211751302029e-01,1.117208597819010357e-01,3.463761393229167207e-03
